image,label,client,split
cifar10/cifar10/train/horse/9044_horse.png,7,0,train
cifar10/cifar10/train/horse/40103_horse.png,7,8,train
cifar10/cifar10/train/horse/12099_horse.png,7,5,valid
cifar10/cifar10/train/horse/7191_horse.png,7,2,train
cifar10/cifar10/train/horse/8345_horse.png,7,2,train
cifar10/cifar10/train/horse/30538_horse.png,7,7,valid
cifar10/cifar10/train/horse/5943_horse.png,7,5,valid
cifar10/cifar10/train/horse/19074_horse.png,7,2,valid
cifar10/cifar10/train/horse/514_horse.png,7,0,train
cifar10/cifar10/train/horse/26788_horse.png,7,2,valid
cifar10/cifar10/train/horse/15604_horse.png,7,1,train
cifar10/cifar10/train/horse/47041_horse.png,7,3,train
cifar10/cifar10/train/horse/39503_horse.png,7,7,valid
cifar10/cifar10/train/horse/48219_horse.png,7,7,train
cifar10/cifar10/train/horse/48204_horse.png,7,1,train
cifar10/cifar10/train/horse/13493_horse.png,7,0,train
cifar10/cifar10/train/horse/41526_horse.png,7,5,train
cifar10/cifar10/train/horse/13709_horse.png,7,3,train
cifar10/cifar10/train/horse/14788_horse.png,7,4,train
cifar10/cifar10/train/horse/25764_horse.png,7,5,valid
cifar10/cifar10/train/horse/31265_horse.png,7,4,train
cifar10/cifar10/train/horse/29064_horse.png,7,6,train
cifar10/cifar10/train/horse/40230_horse.png,7,8,train
cifar10/cifar10/train/horse/12994_horse.png,7,2,train
cifar10/cifar10/train/horse/19553_horse.png,7,6,train
cifar10/cifar10/train/horse/33773_horse.png,7,0,train
cifar10/cifar10/train/horse/33902_horse.png,7,0,train
cifar10/cifar10/train/horse/17378_horse.png,7,4,train
cifar10/cifar10/train/horse/12778_horse.png,7,3,train
cifar10/cifar10/train/horse/45054_horse.png,7,6,valid
cifar10/cifar10/train/horse/43964_horse.png,7,9,train
cifar10/cifar10/train/horse/45530_horse.png,7,0,train
cifar10/cifar10/train/horse/13521_horse.png,7,2,train
cifar10/cifar10/train/horse/39582_horse.png,7,8,train
cifar10/cifar10/train/horse/21641_horse.png,7,1,train
cifar10/cifar10/train/horse/24715_horse.png,7,9,train
cifar10/cifar10/train/horse/10932_horse.png,7,1,train
cifar10/cifar10/train/horse/19816_horse.png,7,9,valid
cifar10/cifar10/train/horse/36172_horse.png,7,8,train
cifar10/cifar10/train/horse/23682_horse.png,7,0,train
cifar10/cifar10/train/horse/12572_horse.png,7,7,valid
cifar10/cifar10/train/horse/35473_horse.png,7,7,valid
cifar10/cifar10/train/horse/7291_horse.png,7,0,train
cifar10/cifar10/train/horse/11410_horse.png,7,4,train
cifar10/cifar10/train/horse/47184_horse.png,7,2,train
cifar10/cifar10/train/horse/9637_horse.png,7,1,valid
cifar10/cifar10/train/horse/36034_horse.png,7,4,valid
cifar10/cifar10/train/horse/48811_horse.png,7,0,valid
cifar10/cifar10/train/horse/4714_horse.png,7,3,valid
cifar10/cifar10/train/horse/34401_horse.png,7,1,train
cifar10/cifar10/train/horse/27396_horse.png,7,8,valid
cifar10/cifar10/train/horse/6299_horse.png,7,9,train
cifar10/cifar10/train/horse/48596_horse.png,7,1,train
cifar10/cifar10/train/horse/14758_horse.png,7,5,valid
cifar10/cifar10/train/horse/14254_horse.png,7,9,train
cifar10/cifar10/train/horse/35972_horse.png,7,1,train
cifar10/cifar10/train/horse/2331_horse.png,7,9,train
cifar10/cifar10/train/horse/113_horse.png,7,0,train
cifar10/cifar10/train/horse/13409_horse.png,7,5,valid
cifar10/cifar10/train/horse/4178_horse.png,7,7,valid
cifar10/cifar10/train/horse/49277_horse.png,7,0,valid
cifar10/cifar10/train/horse/6624_horse.png,7,0,train
cifar10/cifar10/train/horse/30617_horse.png,7,2,train
cifar10/cifar10/train/horse/11704_horse.png,7,2,valid
cifar10/cifar10/train/horse/28364_horse.png,7,9,train
cifar10/cifar10/train/horse/19010_horse.png,7,7,valid
cifar10/cifar10/train/horse/13304_horse.png,7,5,train
cifar10/cifar10/train/horse/23844_horse.png,7,0,train
cifar10/cifar10/train/horse/39667_horse.png,7,4,train
cifar10/cifar10/train/horse/37262_horse.png,7,5,valid
cifar10/cifar10/train/horse/44123_horse.png,7,4,valid
cifar10/cifar10/train/horse/22429_horse.png,7,6,train
cifar10/cifar10/train/horse/39799_horse.png,7,4,train
cifar10/cifar10/train/horse/49592_horse.png,7,9,train
cifar10/cifar10/train/horse/46557_horse.png,7,6,train
cifar10/cifar10/train/horse/44386_horse.png,7,2,valid
cifar10/cifar10/train/horse/43309_horse.png,7,6,train
cifar10/cifar10/train/horse/33469_horse.png,7,6,train
cifar10/cifar10/train/horse/29859_horse.png,7,3,train
cifar10/cifar10/train/horse/24708_horse.png,7,9,train
cifar10/cifar10/train/horse/32417_horse.png,7,1,valid
cifar10/cifar10/train/horse/2000_horse.png,7,8,train
cifar10/cifar10/train/horse/3255_horse.png,7,0,train
cifar10/cifar10/train/horse/5958_horse.png,7,2,valid
cifar10/cifar10/train/horse/29499_horse.png,7,0,train
cifar10/cifar10/train/horse/46849_horse.png,7,0,valid
cifar10/cifar10/train/horse/671_horse.png,7,8,train
cifar10/cifar10/train/horse/11788_horse.png,7,9,train
cifar10/cifar10/train/horse/16104_horse.png,7,4,train
cifar10/cifar10/train/horse/29166_horse.png,7,7,train
cifar10/cifar10/train/horse/39246_horse.png,7,7,train
cifar10/cifar10/train/horse/42874_horse.png,7,4,train
cifar10/cifar10/train/horse/1931_horse.png,7,7,train
cifar10/cifar10/train/horse/38575_horse.png,7,9,valid
cifar10/cifar10/train/horse/26810_horse.png,7,7,train
cifar10/cifar10/train/horse/7055_horse.png,7,1,valid
cifar10/cifar10/train/horse/13900_horse.png,7,8,train
cifar10/cifar10/train/horse/22789_horse.png,7,6,train
cifar10/cifar10/train/horse/36174_horse.png,7,8,valid
cifar10/cifar10/train/horse/24995_horse.png,7,4,valid
cifar10/cifar10/train/horse/15296_horse.png,7,1,valid
cifar10/cifar10/train/horse/40141_horse.png,7,7,train
cifar10/cifar10/train/horse/4939_horse.png,7,8,valid
cifar10/cifar10/train/horse/38703_horse.png,7,8,train
cifar10/cifar10/train/horse/45846_horse.png,7,1,train
cifar10/cifar10/train/horse/12529_horse.png,7,1,train
cifar10/cifar10/train/horse/16025_horse.png,7,3,train
cifar10/cifar10/train/horse/42330_horse.png,7,9,valid
cifar10/cifar10/train/horse/30174_horse.png,7,7,train
cifar10/cifar10/train/horse/32973_horse.png,7,8,valid
cifar10/cifar10/train/horse/28111_horse.png,7,9,train
cifar10/cifar10/train/horse/7_horse.png,7,4,train
cifar10/cifar10/train/horse/954_horse.png,7,0,valid
cifar10/cifar10/train/horse/470_horse.png,7,6,train
cifar10/cifar10/train/horse/21301_horse.png,7,7,train
cifar10/cifar10/train/horse/46484_horse.png,7,0,train
cifar10/cifar10/train/horse/38308_horse.png,7,4,valid
cifar10/cifar10/train/horse/34559_horse.png,7,9,valid
cifar10/cifar10/train/horse/9939_horse.png,7,1,train
cifar10/cifar10/train/horse/47387_horse.png,7,0,valid
cifar10/cifar10/train/horse/24856_horse.png,7,8,train
cifar10/cifar10/train/horse/27182_horse.png,7,1,train
cifar10/cifar10/train/horse/40692_horse.png,7,4,valid
cifar10/cifar10/train/horse/32469_horse.png,7,9,valid
cifar10/cifar10/train/horse/44262_horse.png,7,8,train
cifar10/cifar10/train/horse/11350_horse.png,7,7,train
cifar10/cifar10/train/horse/41883_horse.png,7,3,valid
cifar10/cifar10/train/horse/23505_horse.png,7,9,train
cifar10/cifar10/train/horse/14044_horse.png,7,9,valid
cifar10/cifar10/train/horse/18411_horse.png,7,8,valid
cifar10/cifar10/train/horse/413_horse.png,7,7,train
cifar10/cifar10/train/horse/24416_horse.png,7,2,train
cifar10/cifar10/train/horse/44424_horse.png,7,9,valid
cifar10/cifar10/train/horse/37957_horse.png,7,3,train
cifar10/cifar10/train/horse/44098_horse.png,7,7,train
cifar10/cifar10/train/horse/21535_horse.png,7,0,train
cifar10/cifar10/train/horse/39306_horse.png,7,9,train
cifar10/cifar10/train/horse/17993_horse.png,7,8,train
cifar10/cifar10/train/horse/48732_horse.png,7,5,train
cifar10/cifar10/train/horse/1582_horse.png,7,0,valid
cifar10/cifar10/train/horse/26422_horse.png,7,9,train
cifar10/cifar10/train/horse/23627_horse.png,7,8,train
cifar10/cifar10/train/horse/27836_horse.png,7,4,train
cifar10/cifar10/train/horse/21891_horse.png,7,8,valid
cifar10/cifar10/train/horse/26345_horse.png,7,8,valid
cifar10/cifar10/train/horse/49293_horse.png,7,0,valid
cifar10/cifar10/train/horse/9451_horse.png,7,5,train
cifar10/cifar10/train/horse/29733_horse.png,7,9,train
cifar10/cifar10/train/horse/21441_horse.png,7,6,valid
cifar10/cifar10/train/horse/1997_horse.png,7,6,valid
cifar10/cifar10/train/horse/43051_horse.png,7,9,train
cifar10/cifar10/train/horse/4331_horse.png,7,8,valid
cifar10/cifar10/train/horse/32374_horse.png,7,6,train
cifar10/cifar10/train/horse/21833_horse.png,7,1,train
cifar10/cifar10/train/horse/17502_horse.png,7,1,valid
cifar10/cifar10/train/horse/27778_horse.png,7,4,train
cifar10/cifar10/train/horse/47099_horse.png,7,9,valid
cifar10/cifar10/train/horse/20010_horse.png,7,7,valid
cifar10/cifar10/train/horse/3398_horse.png,7,2,valid
cifar10/cifar10/train/horse/36346_horse.png,7,7,valid
cifar10/cifar10/train/horse/32597_horse.png,7,4,train
cifar10/cifar10/train/horse/41239_horse.png,7,9,valid
cifar10/cifar10/train/horse/43272_horse.png,7,9,valid
cifar10/cifar10/train/horse/34599_horse.png,7,4,train
cifar10/cifar10/train/horse/15366_horse.png,7,0,valid
cifar10/cifar10/train/horse/1828_horse.png,7,4,train
cifar10/cifar10/train/horse/37459_horse.png,7,0,train
cifar10/cifar10/train/horse/15079_horse.png,7,4,train
cifar10/cifar10/train/horse/30981_horse.png,7,8,train
cifar10/cifar10/train/horse/49203_horse.png,7,0,valid
cifar10/cifar10/train/horse/46942_horse.png,7,1,valid
cifar10/cifar10/train/horse/43355_horse.png,7,7,valid
cifar10/cifar10/train/horse/35407_horse.png,7,4,train
cifar10/cifar10/train/horse/43246_horse.png,7,7,train
cifar10/cifar10/train/horse/27916_horse.png,7,1,valid
cifar10/cifar10/train/horse/28182_horse.png,7,8,train
cifar10/cifar10/train/horse/3534_horse.png,7,0,train
cifar10/cifar10/train/horse/25873_horse.png,7,1,train
cifar10/cifar10/train/horse/28243_horse.png,7,9,train
cifar10/cifar10/train/horse/44694_horse.png,7,0,train
cifar10/cifar10/train/horse/18350_horse.png,7,4,train
cifar10/cifar10/train/horse/46875_horse.png,7,9,train
cifar10/cifar10/train/horse/6653_horse.png,7,9,train
cifar10/cifar10/train/horse/13737_horse.png,7,7,train
cifar10/cifar10/train/horse/29369_horse.png,7,9,valid
cifar10/cifar10/train/horse/49630_horse.png,7,9,train
cifar10/cifar10/train/horse/29206_horse.png,7,7,valid
cifar10/cifar10/train/horse/35818_horse.png,7,2,valid
cifar10/cifar10/train/horse/25343_horse.png,7,8,valid
cifar10/cifar10/train/horse/31172_horse.png,7,9,train
cifar10/cifar10/train/horse/14589_horse.png,7,1,valid
cifar10/cifar10/train/horse/13185_horse.png,7,9,train
cifar10/cifar10/train/horse/45929_horse.png,7,0,train
cifar10/cifar10/train/horse/43260_horse.png,7,3,train
cifar10/cifar10/train/horse/43528_horse.png,7,4,train
cifar10/cifar10/train/horse/21107_horse.png,7,4,train
cifar10/cifar10/train/horse/36248_horse.png,7,2,valid
cifar10/cifar10/train/horse/33102_horse.png,7,8,valid
cifar10/cifar10/train/horse/6992_horse.png,7,0,train
cifar10/cifar10/train/horse/44958_horse.png,7,9,train
cifar10/cifar10/train/horse/35922_horse.png,7,7,train
cifar10/cifar10/train/horse/8537_horse.png,7,0,train
cifar10/cifar10/train/horse/44286_horse.png,7,0,train
cifar10/cifar10/train/horse/13372_horse.png,7,2,train
cifar10/cifar10/train/horse/38713_horse.png,7,0,train
cifar10/cifar10/train/horse/35253_horse.png,7,6,train
cifar10/cifar10/train/horse/47923_horse.png,7,4,train
cifar10/cifar10/train/horse/24845_horse.png,7,9,valid
cifar10/cifar10/train/horse/12733_horse.png,7,8,valid
cifar10/cifar10/train/horse/38947_horse.png,7,9,train
cifar10/cifar10/train/horse/4903_horse.png,7,6,train
cifar10/cifar10/train/horse/23490_horse.png,7,1,valid
cifar10/cifar10/train/horse/28468_horse.png,7,0,train
cifar10/cifar10/train/horse/39727_horse.png,7,2,train
cifar10/cifar10/train/horse/23676_horse.png,7,0,train
cifar10/cifar10/train/horse/36409_horse.png,7,6,valid
cifar10/cifar10/train/horse/35584_horse.png,7,9,train
cifar10/cifar10/train/horse/24820_horse.png,7,4,train
cifar10/cifar10/train/horse/47346_horse.png,7,3,train
cifar10/cifar10/train/horse/38225_horse.png,7,0,valid
cifar10/cifar10/train/horse/21843_horse.png,7,9,train
cifar10/cifar10/train/horse/582_horse.png,7,9,train
cifar10/cifar10/train/horse/25132_horse.png,7,0,train
cifar10/cifar10/train/horse/8369_horse.png,7,9,train
cifar10/cifar10/train/horse/47082_horse.png,7,2,train
cifar10/cifar10/train/horse/11102_horse.png,7,9,train
cifar10/cifar10/train/horse/46572_horse.png,7,3,valid
cifar10/cifar10/train/horse/49335_horse.png,7,2,train
cifar10/cifar10/train/horse/9133_horse.png,7,9,valid
cifar10/cifar10/train/horse/40646_horse.png,7,0,train
cifar10/cifar10/train/horse/46857_horse.png,7,6,train
cifar10/cifar10/train/horse/19396_horse.png,7,1,train
cifar10/cifar10/train/horse/36987_horse.png,7,1,valid
cifar10/cifar10/train/horse/6059_horse.png,7,4,valid
cifar10/cifar10/train/horse/1365_horse.png,7,2,train
cifar10/cifar10/train/horse/41803_horse.png,7,9,valid
cifar10/cifar10/train/horse/13022_horse.png,7,9,valid
cifar10/cifar10/train/horse/31212_horse.png,7,8,train
cifar10/cifar10/train/horse/16667_horse.png,7,9,train
cifar10/cifar10/train/horse/20356_horse.png,7,7,train
cifar10/cifar10/train/horse/16021_horse.png,7,3,valid
cifar10/cifar10/train/horse/32408_horse.png,7,9,valid
cifar10/cifar10/train/horse/7273_horse.png,7,8,valid
cifar10/cifar10/train/horse/33727_horse.png,7,9,train
cifar10/cifar10/train/horse/19599_horse.png,7,9,train
cifar10/cifar10/train/horse/12397_horse.png,7,6,train
cifar10/cifar10/train/horse/13126_horse.png,7,6,train
cifar10/cifar10/train/horse/34151_horse.png,7,9,train
cifar10/cifar10/train/horse/5989_horse.png,7,9,train
cifar10/cifar10/train/horse/47301_horse.png,7,1,train
cifar10/cifar10/train/horse/42453_horse.png,7,3,train
cifar10/cifar10/train/horse/49841_horse.png,7,2,train
cifar10/cifar10/train/horse/27782_horse.png,7,8,valid
cifar10/cifar10/train/horse/18124_horse.png,7,8,train
cifar10/cifar10/train/horse/18326_horse.png,7,5,valid
cifar10/cifar10/train/horse/23178_horse.png,7,2,valid
cifar10/cifar10/train/horse/22219_horse.png,7,7,train
cifar10/cifar10/train/horse/40330_horse.png,7,7,train
cifar10/cifar10/train/horse/32286_horse.png,7,0,train
cifar10/cifar10/train/horse/45130_horse.png,7,0,valid
cifar10/cifar10/train/horse/20175_horse.png,7,0,train
cifar10/cifar10/train/horse/40119_horse.png,7,8,train
cifar10/cifar10/train/horse/33374_horse.png,7,7,valid
cifar10/cifar10/train/horse/40637_horse.png,7,0,valid
cifar10/cifar10/train/horse/31554_horse.png,7,2,train
cifar10/cifar10/train/horse/21394_horse.png,7,6,valid
cifar10/cifar10/train/horse/27006_horse.png,7,0,valid
cifar10/cifar10/train/horse/9224_horse.png,7,0,valid
cifar10/cifar10/train/horse/10818_horse.png,7,9,valid
cifar10/cifar10/train/horse/45861_horse.png,7,0,train
cifar10/cifar10/train/horse/15613_horse.png,7,1,train
cifar10/cifar10/train/horse/49606_horse.png,7,4,train
cifar10/cifar10/train/horse/29196_horse.png,7,7,valid
cifar10/cifar10/train/horse/38422_horse.png,7,7,train
cifar10/cifar10/train/horse/23561_horse.png,7,7,valid
cifar10/cifar10/train/horse/34260_horse.png,7,6,valid
cifar10/cifar10/train/horse/13789_horse.png,7,9,train
cifar10/cifar10/train/horse/7204_horse.png,7,7,train
cifar10/cifar10/train/horse/20614_horse.png,7,7,train
cifar10/cifar10/train/horse/688_horse.png,7,0,valid
cifar10/cifar10/train/horse/39518_horse.png,7,5,train
cifar10/cifar10/train/horse/18537_horse.png,7,2,train
cifar10/cifar10/train/horse/21096_horse.png,7,5,train
cifar10/cifar10/train/horse/10084_horse.png,7,1,train
cifar10/cifar10/train/horse/42052_horse.png,7,0,train
cifar10/cifar10/train/horse/13373_horse.png,7,9,train
cifar10/cifar10/train/horse/18802_horse.png,7,4,train
cifar10/cifar10/train/horse/12227_horse.png,7,8,valid
cifar10/cifar10/train/horse/45394_horse.png,7,0,valid
cifar10/cifar10/train/horse/37430_horse.png,7,5,train
cifar10/cifar10/train/horse/33843_horse.png,7,8,valid
cifar10/cifar10/train/horse/2256_horse.png,7,2,valid
cifar10/cifar10/train/horse/31036_horse.png,7,9,valid
cifar10/cifar10/train/horse/20900_horse.png,7,9,train
cifar10/cifar10/train/horse/39081_horse.png,7,3,train
cifar10/cifar10/train/horse/11608_horse.png,7,3,valid
cifar10/cifar10/train/horse/34438_horse.png,7,0,train
cifar10/cifar10/train/horse/32428_horse.png,7,4,train
cifar10/cifar10/train/horse/8593_horse.png,7,9,train
cifar10/cifar10/train/horse/14741_horse.png,7,2,valid
cifar10/cifar10/train/horse/49648_horse.png,7,4,train
cifar10/cifar10/train/horse/42685_horse.png,7,4,train
cifar10/cifar10/train/horse/1042_horse.png,7,4,valid
cifar10/cifar10/train/horse/48236_horse.png,7,4,train
cifar10/cifar10/train/horse/8681_horse.png,7,9,valid
cifar10/cifar10/train/horse/45506_horse.png,7,6,train
cifar10/cifar10/train/horse/40517_horse.png,7,7,train
cifar10/cifar10/train/horse/3844_horse.png,7,4,train
cifar10/cifar10/train/horse/19821_horse.png,7,5,train
cifar10/cifar10/train/horse/13775_horse.png,7,2,train
cifar10/cifar10/train/horse/19259_horse.png,7,9,train
cifar10/cifar10/train/horse/17159_horse.png,7,0,train
cifar10/cifar10/train/horse/15720_horse.png,7,4,valid
cifar10/cifar10/train/horse/36394_horse.png,7,9,valid
cifar10/cifar10/train/horse/32740_horse.png,7,0,train
cifar10/cifar10/train/horse/8572_horse.png,7,7,valid
cifar10/cifar10/train/horse/31847_horse.png,7,0,valid
cifar10/cifar10/train/horse/43091_horse.png,7,5,train
cifar10/cifar10/train/horse/44374_horse.png,7,1,train
cifar10/cifar10/train/horse/31958_horse.png,7,4,valid
cifar10/cifar10/train/horse/10184_horse.png,7,9,train
cifar10/cifar10/train/horse/18701_horse.png,7,4,train
cifar10/cifar10/train/horse/320_horse.png,7,8,valid
cifar10/cifar10/train/horse/18997_horse.png,7,4,valid
cifar10/cifar10/train/horse/44655_horse.png,7,2,train
cifar10/cifar10/train/horse/11469_horse.png,7,3,valid
cifar10/cifar10/train/horse/39262_horse.png,7,9,train
cifar10/cifar10/train/horse/15691_horse.png,7,3,train
cifar10/cifar10/train/horse/10905_horse.png,7,0,train
cifar10/cifar10/train/horse/40817_horse.png,7,7,valid
cifar10/cifar10/train/horse/39345_horse.png,7,9,train
cifar10/cifar10/train/horse/46792_horse.png,7,0,train
cifar10/cifar10/train/horse/48453_horse.png,7,0,train
cifar10/cifar10/train/horse/1488_horse.png,7,9,valid
cifar10/cifar10/train/horse/47286_horse.png,7,5,train
cifar10/cifar10/train/horse/6839_horse.png,7,5,valid
cifar10/cifar10/train/horse/26973_horse.png,7,7,valid
cifar10/cifar10/train/horse/8626_horse.png,7,6,train
cifar10/cifar10/train/horse/45336_horse.png,7,0,train
cifar10/cifar10/train/horse/35527_horse.png,7,3,train
cifar10/cifar10/train/horse/15539_horse.png,7,9,train
cifar10/cifar10/train/horse/40502_horse.png,7,7,train
cifar10/cifar10/train/horse/29886_horse.png,7,7,train
cifar10/cifar10/train/horse/24559_horse.png,7,6,train
cifar10/cifar10/train/horse/22958_horse.png,7,6,valid
cifar10/cifar10/train/horse/48829_horse.png,7,0,train
cifar10/cifar10/train/horse/32568_horse.png,7,7,train
cifar10/cifar10/train/horse/26264_horse.png,7,0,valid
