path,label,client,split
fmnist/train/Sneaker/27763.jpg,7,2,train
fmnist/train/Sneaker/56139.jpg,7,4,train
fmnist/train/Sneaker/44529.jpg,7,5,valid
fmnist/train/Sneaker/35096.jpg,7,0,valid
fmnist/train/Sneaker/13845.jpg,7,5,train
fmnist/train/Sneaker/19454.jpg,7,4,train
fmnist/train/Sneaker/23200.jpg,7,9,train
fmnist/train/Sneaker/46554.jpg,7,1,valid
fmnist/train/Sneaker/2591.jpg,7,9,train
fmnist/train/Sneaker/47558.jpg,7,6,valid
fmnist/train/Sneaker/21688.jpg,7,8,train
fmnist/train/Sneaker/39633.jpg,7,5,train
fmnist/train/Sneaker/43908.jpg,7,0,train
fmnist/train/Sneaker/45059.jpg,7,0,train
fmnist/train/Sneaker/16693.jpg,7,0,valid
fmnist/train/Sneaker/36817.jpg,7,4,valid
fmnist/train/Sneaker/21841.jpg,7,6,train
fmnist/train/Sneaker/16121.jpg,7,0,train
fmnist/train/Sneaker/26344.jpg,7,6,train
fmnist/train/Sneaker/13713.jpg,7,8,train
fmnist/train/Sneaker/2307.jpg,7,4,train
fmnist/train/Sneaker/5131.jpg,7,3,train
fmnist/train/Sneaker/12672.jpg,7,1,train
fmnist/train/Sneaker/38043.jpg,7,6,train
fmnist/train/Sneaker/34447.jpg,7,9,train
fmnist/train/Sneaker/53733.jpg,7,1,train
fmnist/train/Sneaker/43053.jpg,7,6,train
fmnist/train/Sneaker/38075.jpg,7,5,train
fmnist/train/Sneaker/14195.jpg,7,5,train
fmnist/train/Sneaker/45670.jpg,7,8,train
fmnist/train/Sneaker/34734.jpg,7,6,valid
fmnist/train/Sneaker/58157.jpg,7,6,train
fmnist/train/Sneaker/32249.jpg,7,9,train
fmnist/train/Sneaker/22630.jpg,7,4,train
fmnist/train/Sneaker/19640.jpg,7,9,train
fmnist/train/Sneaker/12504.jpg,7,5,valid
fmnist/train/Sneaker/50191.jpg,7,8,train
fmnist/train/Sneaker/698.jpg,7,7,train
fmnist/train/Sneaker/34788.jpg,7,4,valid
fmnist/train/Sneaker/3936.jpg,7,4,train
fmnist/train/Sneaker/32757.jpg,7,9,train
fmnist/train/Sneaker/18945.jpg,7,0,train
fmnist/train/Sneaker/45068.jpg,7,1,train
fmnist/train/Sneaker/49623.jpg,7,5,train
fmnist/train/Sneaker/57362.jpg,7,7,valid
fmnist/train/Sneaker/4622.jpg,7,4,train
fmnist/train/Sneaker/56141.jpg,7,0,train
fmnist/train/Sneaker/52465.jpg,7,4,train
fmnist/train/Sneaker/13426.jpg,7,5,valid
fmnist/train/Sneaker/11530.jpg,7,6,valid
fmnist/train/Sneaker/13991.jpg,7,7,valid
fmnist/train/Sneaker/11867.jpg,7,0,train
fmnist/train/Sneaker/59080.jpg,7,4,train
fmnist/train/Sneaker/40964.jpg,7,1,train
fmnist/train/Sneaker/38945.jpg,7,1,train
fmnist/train/Sneaker/24111.jpg,7,4,train
fmnist/train/Sneaker/39887.jpg,7,3,train
fmnist/train/Sneaker/2360.jpg,7,1,train
fmnist/train/Sneaker/7810.jpg,7,4,valid
fmnist/train/Sneaker/25928.jpg,7,8,train
fmnist/train/Sneaker/3005.jpg,7,6,train
fmnist/train/Sneaker/2533.jpg,7,6,train
fmnist/train/Sneaker/20894.jpg,7,0,valid
fmnist/train/Sneaker/34249.jpg,7,0,valid
fmnist/train/Sneaker/41594.jpg,7,4,train
fmnist/train/Sneaker/19364.jpg,7,9,valid
fmnist/train/Sneaker/52050.jpg,7,9,train
fmnist/train/Sneaker/51808.jpg,7,1,train
fmnist/train/Sneaker/33930.jpg,7,1,valid
fmnist/train/Sneaker/43611.jpg,7,6,train
fmnist/train/Sneaker/38174.jpg,7,7,valid
fmnist/train/Sneaker/17251.jpg,7,7,valid
fmnist/train/Sneaker/6720.jpg,7,6,valid
fmnist/train/Sneaker/39538.jpg,7,0,train
fmnist/train/Sneaker/179.jpg,7,1,train
fmnist/train/Sneaker/6342.jpg,7,4,valid
fmnist/train/Sneaker/34406.jpg,7,4,train
fmnist/train/Sneaker/51701.jpg,7,4,train
fmnist/train/Sneaker/32419.jpg,7,0,train
fmnist/train/Sneaker/49610.jpg,7,0,valid
fmnist/train/Sneaker/7280.jpg,7,5,train
fmnist/train/Sneaker/1792.jpg,7,3,train
fmnist/train/Sneaker/16221.jpg,7,6,train
fmnist/train/Sneaker/50762.jpg,7,5,valid
fmnist/train/Sneaker/9354.jpg,7,8,train
fmnist/train/Sneaker/33275.jpg,7,4,train
fmnist/train/Sneaker/23157.jpg,7,4,valid
fmnist/train/Sneaker/41452.jpg,7,9,valid
fmnist/train/Sneaker/57425.jpg,7,4,train
fmnist/train/Sneaker/26781.jpg,7,4,train
fmnist/train/Sneaker/21100.jpg,7,5,train
fmnist/train/Sneaker/54844.jpg,7,6,train
fmnist/train/Sneaker/16531.jpg,7,0,train
fmnist/train/Sneaker/13174.jpg,7,5,train
fmnist/train/Sneaker/13916.jpg,7,1,train
fmnist/train/Sneaker/29875.jpg,7,3,valid
fmnist/train/Sneaker/31253.jpg,7,6,train
fmnist/train/Sneaker/2060.jpg,7,3,valid
fmnist/train/Sneaker/40462.jpg,7,0,train
fmnist/train/Sneaker/30849.jpg,7,3,valid
fmnist/train/Sneaker/42214.jpg,7,8,valid
fmnist/train/Sneaker/6515.jpg,7,3,valid
fmnist/train/Sneaker/47115.jpg,7,4,valid
fmnist/train/Sneaker/15970.jpg,7,3,train
fmnist/train/Sneaker/59020.jpg,7,8,train
fmnist/train/Sneaker/52961.jpg,7,2,train
fmnist/train/Sneaker/12006.jpg,7,8,train
fmnist/train/Sneaker/36189.jpg,7,4,train
fmnist/train/Sneaker/22315.jpg,7,5,train
fmnist/train/Sneaker/8462.jpg,7,3,train
fmnist/train/Sneaker/16173.jpg,7,4,train
fmnist/train/Sneaker/47917.jpg,7,8,train
fmnist/train/Sneaker/46548.jpg,7,3,valid
fmnist/train/Sneaker/6075.jpg,7,8,train
fmnist/train/Sneaker/17466.jpg,7,1,train
fmnist/train/Sneaker/13843.jpg,7,9,train
fmnist/train/Sneaker/476.jpg,7,6,train
fmnist/train/Sneaker/42581.jpg,7,0,valid
fmnist/train/Sneaker/54642.jpg,7,0,train
fmnist/train/Sneaker/50422.jpg,7,7,train
fmnist/train/Sneaker/11307.jpg,7,5,valid
fmnist/train/Sneaker/44300.jpg,7,6,valid
fmnist/train/Sneaker/21754.jpg,7,0,valid
fmnist/train/Sneaker/10810.jpg,7,4,train
fmnist/train/Sneaker/43013.jpg,7,3,train
fmnist/train/Sneaker/27526.jpg,7,9,train
fmnist/train/Sneaker/55394.jpg,7,4,train
fmnist/train/Sneaker/1136.jpg,7,6,train
fmnist/train/Sneaker/54258.jpg,7,0,train
fmnist/train/Sneaker/43547.jpg,7,5,train
fmnist/train/Sneaker/40053.jpg,7,1,valid
fmnist/train/Sneaker/54826.jpg,7,5,train
fmnist/train/Sneaker/51554.jpg,7,4,train
fmnist/train/Sneaker/18785.jpg,7,6,train
fmnist/train/Sneaker/20957.jpg,7,4,train
fmnist/train/Sneaker/6662.jpg,7,0,train
fmnist/train/Sneaker/41389.jpg,7,6,train
fmnist/train/Sneaker/45146.jpg,7,4,train
fmnist/train/Sneaker/53068.jpg,7,9,train
fmnist/train/Sneaker/11694.jpg,7,9,train
fmnist/train/Sneaker/8381.jpg,7,1,train
fmnist/train/Sneaker/31962.jpg,7,1,train
fmnist/train/Sneaker/51371.jpg,7,9,train
fmnist/train/Sneaker/14406.jpg,7,6,train
fmnist/train/Sneaker/17330.jpg,7,2,train
fmnist/train/Sneaker/10720.jpg,7,8,valid
fmnist/train/Sneaker/37409.jpg,7,9,valid
fmnist/train/Sneaker/57448.jpg,7,5,train
fmnist/train/Sneaker/1721.jpg,7,9,valid
fmnist/train/Sneaker/47906.jpg,7,0,train
fmnist/train/Sneaker/2640.jpg,7,8,train
fmnist/train/Sneaker/4240.jpg,7,8,train
fmnist/train/Sneaker/29655.jpg,7,2,train
fmnist/train/Sneaker/27166.jpg,7,1,valid
fmnist/train/Sneaker/24461.jpg,7,1,train
fmnist/train/Sneaker/35692.jpg,7,6,valid
fmnist/train/Sneaker/25575.jpg,7,5,valid
fmnist/train/Sneaker/7399.jpg,7,5,valid
fmnist/train/Sneaker/52701.jpg,7,0,train
fmnist/train/Sneaker/11790.jpg,7,0,train
fmnist/train/Sneaker/32976.jpg,7,6,valid
fmnist/train/Sneaker/22014.jpg,7,4,valid
fmnist/train/Sneaker/54728.jpg,7,9,valid
fmnist/train/Sneaker/5794.jpg,7,8,train
fmnist/train/Sneaker/6737.jpg,7,4,train
fmnist/train/Sneaker/37230.jpg,7,4,train
fmnist/train/Sneaker/10882.jpg,7,0,valid
fmnist/train/Sneaker/31575.jpg,7,5,valid
fmnist/train/Sneaker/25748.jpg,7,8,valid
fmnist/train/Sneaker/20402.jpg,7,4,train
fmnist/train/Sneaker/49988.jpg,7,8,valid
fmnist/train/Sneaker/5408.jpg,7,9,valid
fmnist/train/Sneaker/54761.jpg,7,0,valid
fmnist/train/Sneaker/53750.jpg,7,6,train
fmnist/train/Sneaker/58462.jpg,7,6,valid
fmnist/train/Sneaker/35508.jpg,7,5,train
fmnist/train/Sneaker/46461.jpg,7,9,train
fmnist/train/Sneaker/45590.jpg,7,6,valid
fmnist/train/Sneaker/19161.jpg,7,1,train
fmnist/train/Sneaker/22567.jpg,7,0,train
fmnist/train/Sneaker/56908.jpg,7,0,valid
fmnist/train/Sneaker/17987.jpg,7,1,train
fmnist/train/Sneaker/19723.jpg,7,4,train
fmnist/train/Sneaker/48223.jpg,7,1,train
fmnist/train/Sneaker/30035.jpg,7,1,train
fmnist/train/Sneaker/21964.jpg,7,6,train
fmnist/train/Sneaker/10388.jpg,7,5,train
fmnist/train/Sneaker/53721.jpg,7,0,valid
fmnist/train/Sneaker/23284.jpg,7,6,train
fmnist/train/Sneaker/45999.jpg,7,9,valid
fmnist/train/Sneaker/13340.jpg,7,4,valid
fmnist/train/Sneaker/53066.jpg,7,9,valid
fmnist/train/Sneaker/40172.jpg,7,2,train
fmnist/train/Sneaker/3386.jpg,7,1,valid
fmnist/train/Sneaker/41318.jpg,7,5,valid
fmnist/train/Sneaker/40846.jpg,7,5,train
fmnist/train/Sneaker/41251.jpg,7,1,train
fmnist/train/Sneaker/6502.jpg,7,9,train
fmnist/train/Sneaker/26631.jpg,7,5,valid
fmnist/train/Sneaker/54424.jpg,7,5,valid
fmnist/train/Sneaker/15891.jpg,7,3,valid
fmnist/train/Sneaker/31166.jpg,7,4,valid
fmnist/train/Sneaker/33190.jpg,7,8,train
fmnist/train/Sneaker/30812.jpg,7,5,train
fmnist/train/Sneaker/48977.jpg,7,5,train
fmnist/train/Sneaker/30274.jpg,7,1,valid
fmnist/train/Sneaker/22074.jpg,7,0,valid
fmnist/train/Sneaker/363.jpg,7,3,train
fmnist/train/Sneaker/10762.jpg,7,3,valid
fmnist/train/Sneaker/54719.jpg,7,0,valid
fmnist/train/Sneaker/8436.jpg,7,8,train
fmnist/train/Sneaker/49568.jpg,7,3,valid
fmnist/train/Sneaker/45458.jpg,7,4,train
fmnist/train/Sneaker/23452.jpg,7,9,train
fmnist/train/Sneaker/907.jpg,7,3,train
fmnist/train/Sneaker/17730.jpg,7,3,valid
fmnist/train/Sneaker/3262.jpg,7,2,valid
fmnist/train/Sneaker/55128.jpg,7,4,train
fmnist/train/Sneaker/42827.jpg,7,0,valid
fmnist/train/Sneaker/9666.jpg,7,6,train
fmnist/train/Sneaker/28652.jpg,7,3,train
fmnist/train/Sneaker/7243.jpg,7,1,train
fmnist/train/Sneaker/5768.jpg,7,9,train
fmnist/train/Sneaker/34023.jpg,7,0,train
fmnist/train/Sneaker/55446.jpg,7,9,valid
fmnist/train/Sneaker/2853.jpg,7,4,valid
fmnist/train/Sneaker/47561.jpg,7,9,train
fmnist/train/Sneaker/46053.jpg,7,6,train
fmnist/train/Sneaker/2293.jpg,7,4,train
fmnist/train/Sneaker/1247.jpg,7,3,valid
fmnist/train/Sneaker/12217.jpg,7,4,valid
fmnist/train/Sneaker/17041.jpg,7,9,train
fmnist/train/Sneaker/6556.jpg,7,5,valid
fmnist/train/Sneaker/56450.jpg,7,3,train
fmnist/train/Sneaker/22517.jpg,7,7,valid
fmnist/train/Sneaker/8324.jpg,7,0,valid
fmnist/train/Sneaker/54687.jpg,7,8,train
fmnist/train/Sneaker/16508.jpg,7,2,train
fmnist/train/Sneaker/24970.jpg,7,8,train
fmnist/train/Sneaker/22571.jpg,7,1,train
fmnist/train/Sneaker/38876.jpg,7,0,valid
fmnist/train/Sneaker/32239.jpg,7,1,train
fmnist/train/Sneaker/27793.jpg,7,0,train
fmnist/train/Sneaker/48822.jpg,7,9,train
fmnist/train/Sneaker/3636.jpg,7,2,valid
fmnist/train/Sneaker/39184.jpg,7,7,train
fmnist/train/Sneaker/11710.jpg,7,9,train
fmnist/train/Sneaker/15904.jpg,7,9,valid
fmnist/train/Sneaker/50970.jpg,7,4,train
fmnist/train/Sneaker/26095.jpg,7,3,valid
fmnist/train/Sneaker/27841.jpg,7,4,train
fmnist/train/Sneaker/48100.jpg,7,6,valid
fmnist/train/Sneaker/35947.jpg,7,4,valid
fmnist/train/Sneaker/6390.jpg,7,0,valid
fmnist/train/Sneaker/24634.jpg,7,0,train
fmnist/train/Sneaker/48937.jpg,7,8,valid
fmnist/train/Sneaker/5063.jpg,7,0,train
fmnist/train/Sneaker/23914.jpg,7,9,train
fmnist/train/Sneaker/45594.jpg,7,0,train
fmnist/train/Sneaker/28784.jpg,7,6,train
fmnist/train/Sneaker/59223.jpg,7,4,train
fmnist/train/Sneaker/38020.jpg,7,1,train
fmnist/train/Sneaker/4735.jpg,7,1,train
fmnist/train/Sneaker/35527.jpg,7,0,valid
fmnist/train/Sneaker/1009.jpg,7,4,valid
fmnist/train/Sneaker/10277.jpg,7,2,train
fmnist/train/Sneaker/18422.jpg,7,1,train
fmnist/train/Sneaker/6105.jpg,7,8,train
fmnist/train/Sneaker/8831.jpg,7,6,train
fmnist/train/Sneaker/16485.jpg,7,0,valid
fmnist/train/Sneaker/20538.jpg,7,9,train
fmnist/train/Sneaker/3734.jpg,7,8,valid
fmnist/train/Sneaker/12551.jpg,7,4,valid
fmnist/train/Sneaker/3150.jpg,7,2,train
fmnist/train/Sneaker/6015.jpg,7,2,valid
fmnist/train/Sneaker/31787.jpg,7,6,valid
fmnist/train/Sneaker/55077.jpg,7,3,train
fmnist/train/Sneaker/44296.jpg,7,6,train
fmnist/train/Sneaker/45860.jpg,7,9,train
fmnist/train/Sneaker/7262.jpg,7,1,valid
fmnist/train/Sneaker/52238.jpg,7,5,train
fmnist/train/Sneaker/5027.jpg,7,9,valid
fmnist/train/Sneaker/24843.jpg,7,5,valid
fmnist/train/Sneaker/8821.jpg,7,6,valid
fmnist/train/Sneaker/36406.jpg,7,6,train
fmnist/train/Sneaker/19038.jpg,7,9,train
fmnist/train/Sneaker/42815.jpg,7,1,train
fmnist/train/Sneaker/2478.jpg,7,0,train
fmnist/train/Sneaker/53674.jpg,7,6,train
fmnist/train/Sneaker/22133.jpg,7,8,train
fmnist/train/Sneaker/32250.jpg,7,7,train
fmnist/train/Sneaker/16304.jpg,7,3,train
fmnist/train/Sneaker/41183.jpg,7,0,train
fmnist/train/Sneaker/42553.jpg,7,1,train
fmnist/train/Sneaker/3168.jpg,7,6,train
fmnist/train/Sneaker/59941.jpg,7,6,train
